Texts,Text_Level,MLS,MLT,MLC,C.S,VP.T,C.T,DC.C,DC.T,T.S,CT.T,CP.T,CP.C,CN.T,CN.C
S1245_12.txt,12,20.7209,19.8,12.2055,1.6977,2.2444,1.6222,0.3014,0.4889,1.0465,0.3556,0.3778,0.2329,2.8444,1.7534
S1246_3.txt,3,8.4,8.2174,7,1.2,1.4565,1.1739,0.1852,0.2174,1.0222,0.2174,0.0652,0.0556,0.7826,0.6667
S1247_5.txt,5,11.9825,11.3833,8.6456,1.386,1.8,1.3167,0.2025,0.2667,1.0526,0.2333,0.1667,0.1266,1.2,0.9114
S1248_7.txt,7,15.3684,14.3607,9.4194,1.6316,2.1803,1.5246,0.2581,0.3934,1.0702,0.2951,0.2459,0.1613,1.6393,1.0753
S1249_9.txt,9,20.0204,17.8364,10.3263,1.9388,2.6182,1.7273,0.3053,0.5273,1.1224,0.4,0.4,0.2316,1.9818,1.1474
S1250_12.txt,12,21.5821,15.5484,8.6587,2.4925,2.4946,1.7957,0.3174,0.5699,1.3881,0.4624,0.2903,0.1617,1.8172,1.012
S1251_3.txt,3,8.6852,8.6852,6.6056,1.3148,1.4074,1.3148,0.2535,0.3333,1,0.2407,0.037,0.0282,0.8889,0.6761
S1252_5.txt,5,11.9167,12.1702,7.8356,1.5208,1.7447,1.5532,0.3151,0.4894,0.9792,0.2979,0.2979,0.1918,1.4043,0.9041
S1253_7.txt,7,15.3421,14.9487,8.3286,1.8421,2.0256,1.7949,0.3857,0.6923,1.0263,0.4615,0.3333,0.1857,1.7692,0.9857
S1254_9.txt,9,18.3548,16.7353,7.7945,2.3548,2.3529,2.1471,0.4521,0.9706,1.0968,0.6765,0.3529,0.1644,2.0294,0.9452
S1255_12.txt,12,20.2963,18.8966,7.942,2.5556,2.6207,2.3793,0.5072,1.2069,1.0741,0.7241,0.3448,0.1449,2.3793,1
S1256_3.txt,3,9.0833,9.0833,7.5172,1.2083,1.3958,1.2083,0.2069,0.25,1,0.2083,0.0625,0.0517,1.1458,0.9483
S1257_5.txt,5,11.8364,11.8364,9.0417,1.3091,1.6909,1.3091,0.2222,0.2909,1,0.2364,0.1455,0.1111,1.4182,1.0833
S1258_7.txt,7,15.1915,15.8667,9.9167,1.5319,2.1778,1.6,0.2917,0.4667,0.9574,0.3111,0.2222,0.1389,2.0222,1.2639
S1259_9.txt,9,19.2778,19.8286,10.6769,1.8056,2.6,1.8571,0.3385,0.6286,0.9722,0.4,0.3429,0.1846,2.5143,1.3538
S1260_12.txt,12,23.1786,24.9615,12.4808,1.8571,2.9231,2,0.3269,0.6538,0.9286,0.4231,0.4615,0.2308,3.2692,1.6346
S1261_3.txt,3,8.9767,9.4146,7.0182,1.2791,1.5122,1.3415,0.2364,0.3171,0.9535,0.2927,0.0488,0.0364,1.0244,0.7636
S1262_5.txt,5,12.1176,12.36,8.3514,1.451,1.9,1.48,0.3243,0.48,0.9804,0.38,0.18,0.1216,1.7,1.1486
S1263_7.txt,7,15.6964,15.4211,9.5543,1.6429,2.0702,1.614,0.3587,0.5789,1.0179,0.3509,0.3158,0.1957,2.1053,1.3043
S1264_9.txt,9,17.8036,17.4912,10.0707,1.7679,2.2456,1.7368,0.3636,0.6316,1.0179,0.4035,0.3684,0.2121,2.6667,1.5354
S1265_12.txt,12,25.878,24.6744,11.1684,2.3171,2.9767,2.2093,0.4737,1.0465,1.0488,0.5814,0.4884,0.2211,3.9767,1.8
S1266_3.txt,3,9.1463,8.9286,6.9444,1.3171,1.7381,1.2857,0.2593,0.3333,1.0244,0.3095,0.0714,0.0556,0.6667,0.5185
S1267_5.txt,5,13.102,12.84,7.8293,1.6735,2.08,1.64,0.3659,0.6,1.0204,0.42,0.24,0.1463,1.38,0.8415
S1268_7.txt,7,14.85,14.6066,9.4787,1.5667,2.0328,1.541,0.3404,0.5246,1.0167,0.4754,0.2131,0.1383,1.7869,1.1596
S1269_9.txt,9,17.5536,16.9483,10.5699,1.6607,2.2759,1.6034,0.3763,0.6034,1.0357,0.4655,0.2931,0.1828,2.1552,1.3441
S1270_12.txt,12,22.7,21.4151,11.5816,1.96,2.6981,1.8491,0.4388,0.8113,1.06,0.5849,0.3585,0.1939,2.7736,1.5
S1271_3.txt,3,8.3654,8.7,6.5909,1.2692,1.52,1.32,0.2273,0.3,0.9615,0.24,0.04,0.0303,1.08,0.8182
S1272_5.txt,5,11.5,11.7018,7.4944,1.5345,1.9123,1.5614,0.3483,0.5439,0.9828,0.4561,0.1053,0.0674,1.5614,1
S1273_7.txt,7,14.7843,14.5,8.7674,1.6863,2.0385,1.6538,0.3837,0.6346,1.0196,0.5,0.3077,0.186,2.1923,1.3256
S1274_9.txt,9,17.1591,17.5581,8.8824,1.9318,2.5814,1.9767,0.4824,0.9535,0.9773,0.7209,0.3023,0.1529,2.7674,1.4
S1275_12.txt,12,24.1724,25.0357,9.3467,2.5862,3.4286,2.6786,0.56,1.5,0.9655,0.8571,0.4643,0.1733,4.3214,1.6133
S1276_3.txt,3,7.8269,7.8269,6.5645,1.1923,1.4038,1.1923,0.129,0.1538,1,0.1538,0.0769,0.0645,1.0192,0.8548
S1277_5.txt,5,10.6515,10.9844,8.1744,1.303,1.625,1.3438,0.2442,0.3281,0.9697,0.2656,0.1094,0.0814,1.4375,1.0698
S1278_7.txt,7,14.1667,13.6,9.8551,1.4375,1.7,1.38,0.2754,0.38,1.0417,0.3,0.08,0.058,1.86,1.3478
S1279_9.txt,9,17.8462,17.4,10.3881,1.7179,2.1,1.675,0.3433,0.575,1.0256,0.45,0.175,0.1045,2.425,1.4478
S1280_12.txt,12,19.9706,17.8684,11.1311,1.7941,2.0789,1.6053,0.3443,0.5526,1.1176,0.3947,0.1579,0.0984,2.4737,1.541
S1281_3.txt,3,7.6418,7.7576,7.1111,1.0746,1.2576,1.0909,0.1111,0.1212,0.9851,0.1212,0.0909,0.0833,0.7576,0.6944
S1282_5.txt,5,10.0411,10.1806,8.4253,1.1918,1.4306,1.2083,0.1954,0.2361,0.9863,0.2361,0.1528,0.1264,1.2778,1.0575
S1283_7.txt,7,13.5,13.2787,10.125,1.3333,1.6557,1.3115,0.25,0.3279,1.0167,0.2951,0.3115,0.2375,1.8361,1.4
S1284_9.txt,9,16,14.5455,10.3896,1.54,1.7273,1.4,0.2987,0.4182,1.1,0.3455,0.4182,0.2987,2.0727,1.4805
S1285_12.txt,12,18.8511,17.0385,11.359,1.6596,1.8654,1.5,0.3462,0.5192,1.1064,0.4038,0.4038,0.2692,2.5385,1.6923
S1286_3.txt,3,8.4103,8.4103,6.6939,1.2564,1.5897,1.2564,0.2041,0.2564,1,0.2564,0.1282,0.102,0.7436,0.5918
S1287_5.txt,5,10.7447,11.2222,7.7692,1.383,1.7778,1.4444,0.2923,0.4222,0.9574,0.4,0.2222,0.1538,1.1333,0.7846
S1288_7.txt,7,13.725,13.725,8.4462,1.625,2.175,1.625,0.3538,0.575,1,0.475,0.25,0.1538,1.7,1.0462
S1289_9.txt,9,16.2941,15.8286,8.9355,1.8235,2.2857,1.7714,0.371,0.6571,1.0294,0.4571,0.2286,0.129,1.8857,1.0645
S1290_12.txt,12,22.64,20.2143,11.32,2,2.7143,1.7857,0.36,0.6429,1.12,0.4286,0.4643,0.26,2.5,1.4
S1291_3.txt,3,8.9118,9.1818,7.575,1.1765,1.4242,1.2121,0.175,0.2121,0.9706,0.2121,0.2727,0.225,1.0909,0.9
S1292_5.txt,5,11.9118,12.2727,9,1.3235,1.6061,1.3636,0.2222,0.303,0.9706,0.2727,0.4242,0.3111,1.4545,1.0667
S1293_7.txt,7,15.3333,14.2381,9.4921,1.6154,1.7857,1.5,0.2698,0.4048,1.0769,0.3571,0.3571,0.2381,1.8095,1.2063
S1294_9.txt,9,18.5625,16.9714,9,2.0625,2.2857,1.8857,0.3788,0.7143,1.0938,0.5143,0.4571,0.2424,2.1714,1.1515
S1295_12.txt,12,18.303,18.875,9.7419,1.8788,2.4375,1.9375,0.3387,0.6562,0.9697,0.5312,0.5625,0.2903,2.4375,1.2581
S1296_3.txt,3,9.3673,9.5625,7.2857,1.2857,1.6042,1.3125,0.1746,0.2292,0.9796,0.2083,0.0625,0.0476,0.9583,0.7302
S1297_5.txt,5,12.7692,12.7692,8.1975,1.5577,2.0577,1.5577,0.1852,0.2885,1,0.2885,0.2115,0.1358,1.2692,0.8148
S1298_7.txt,7,16.2182,15.9286,9.3895,1.7273,2.2857,1.6964,0.2316,0.3929,1.0182,0.3571,0.3036,0.1789,1.7143,1.0105
S1299_9.txt,9,19.587,17.3269,10.1236,1.9348,2.3846,1.7115,0.2472,0.4231,1.1304,0.4038,0.3462,0.2022,1.9038,1.1124
S1300_12.txt,12,19.9762,18.6444,10.4875,1.9048,2.5778,1.7778,0.25,0.4444,1.0714,0.4222,0.4,0.225,2.0889,1.175
S1301_3.txt,3,7.8481,7.9487,6.8889,1.1392,1.2692,1.1538,0.1,0.1154,0.9873,0.1154,0.0769,0.0667,0.8205,0.7111
S1302_5.txt,5,11.2208,11.2208,8.3883,1.3377,1.6364,1.3377,0.2233,0.2987,1,0.2597,0.1948,0.1456,1.3377,1
S1303_7.txt,7,14.3243,14.5205,10.1923,1.4054,1.8767,1.4247,0.2692,0.3836,0.9865,0.3288,0.3562,0.25,1.7397,1.2212
S1304_9.txt,9,17.1286,17.1286,10.7054,1.6,2.1429,1.6,0.3482,0.5571,1,0.4286,0.5,0.3125,2.1286,1.3304
S1305_12.txt,12,22.2025,19.2747,11.3896,1.9494,2.4286,1.6923,0.3831,0.6484,1.1519,0.4615,0.4396,0.2597,2.3516,1.3896
S1306_3.txt,3,9.0208,9.6222,7.4655,1.2083,1.5333,1.2889,0.1552,0.2,0.9375,0.2,0.0444,0.0345,0.7778,0.6034
S1307_5.txt,5,11.9655,12.3929,8.675,1.3793,1.7143,1.4286,0.2125,0.3036,0.9655,0.2679,0.1786,0.125,1.2857,0.9
S1308_7.txt,7,14.4444,14.717,9.8734,1.463,1.9811,1.4906,0.2658,0.3962,0.9815,0.3585,0.283,0.1899,1.6792,1.1266
S1309_9.txt,9,18.2093,18.6429,11.1857,1.6279,2.2857,1.6667,0.3143,0.5238,0.9767,0.4048,0.4524,0.2714,2.1429,1.2857
S1310_12.txt,12,21.0857,21.7059,11.5312,1.8286,2.5882,1.8824,0.3125,0.5882,0.9714,0.4412,0.4412,0.2344,2.1471,1.1406
S1311_3.txt,3,8.381,8.8,6.1754,1.3571,1.675,1.425,0.2105,0.3,0.9524,0.275,0.025,0.0175,0.925,0.6491
S1312_5.txt,5,11.2222,11.5429,7.4815,1.5,1.8571,1.5429,0.2778,0.4286,0.9722,0.3714,0.1143,0.0741,1.4286,0.9259
S1313_7.txt,7,14.3077,14.6842,9.3,1.5385,2,1.5789,0.3167,0.5,0.9744,0.4474,0.2895,0.1833,2,1.2667
S1314_9.txt,9,17.2973,16.4103,10.1587,1.7027,2.1026,1.6154,0.3175,0.5128,1.0541,0.4103,0.4359,0.2698,2.3077,1.4286
S1315_12.txt,12,28,23.8519,10.7333,2.6087,3,2.2222,0.3667,0.8148,1.1739,0.5926,0.5926,0.2667,3.3333,1.5
S1316_3.txt,3,8.2692,8.2692,7.1667,1.1538,1.2885,1.1538,0.15,0.1731,1,0.1538,0.0577,0.05,0.7308,0.6333
S1317_5.txt,5,11.7679,11.9818,8.6711,1.3571,1.5455,1.3818,0.25,0.3455,0.9821,0.3091,0.1636,0.1184,1.3818,1
S1318_7.txt,7,15.2826,14.3469,9.5,1.6087,1.7143,1.5102,0.2973,0.449,1.0652,0.4898,0.1837,0.1216,1.7755,1.1757
S1319_9.txt,9,18.6111,18.6111,10.6349,1.75,2.0278,1.75,0.3651,0.6389,1,0.5556,0.3056,0.1746,2.3889,1.3651
S1320_12.txt,12,22.8929,21.3667,11.6545,1.9643,2.1667,1.8333,0.3818,0.7,1.0714,0.5333,0.4333,0.2364,2.7,1.4727
S1321_3.txt,3,8.1455,8.1455,6.7879,1.2,1.4545,1.2,0.0909,0.1091,1,0.1091,0.0545,0.0455,0.8545,0.7121
S1322_5.txt,5,10.8621,10.678,7.875,1.3793,1.6949,1.3559,0.15,0.2034,1.0172,0.1864,0.1186,0.0875,1.322,0.975
S1323_7.txt,7,13.9184,13.64,9.8841,1.4082,1.78,1.38,0.2174,0.3,1.0204,0.24,0.18,0.1304,2.02,1.4638
S1324_9.txt,9,17.4571,17.4571,11.3148,1.5429,2.1429,1.5429,0.2407,0.3714,1,0.2571,0.2857,0.1852,2.5143,1.6296
S1325_12.txt,12,27.4118,25.8889,11.9487,2.2941,3.1667,2.1667,0.4103,0.8889,1.0588,0.5,0.3889,0.1795,3.7778,1.7436
S1326_3.txt,3,8.6471,8.6471,7.1129,1.2157,1.549,1.2157,0.2097,0.2549,1,0.2157,0.098,0.0806,0.7843,0.6452
S1327_5.txt,5,11.5254,11.3333,8.6076,1.339,1.9167,1.3167,0.2405,0.3167,1.0169,0.2833,0.1833,0.1392,1.1833,0.8987
S1328_7.txt,7,14.5283,14.2593,9.3902,1.5472,2.1296,1.5185,0.2927,0.4444,1.0189,0.3704,0.3333,0.2195,1.7593,1.1585
S1329_9.txt,9,17.6364,18.0465,10.0779,1.75,2.6279,1.7907,0.4026,0.7209,0.9773,0.4419,0.2791,0.1558,2.4651,1.3766
S1330_12.txt,12,31.5217,30.2083,11.5079,2.7391,4.125,2.625,0.5079,1.3333,1.0435,0.75,0.5,0.1905,4.4167,1.6825
S1331_3.txt,3,8.7174,9.1136,7.1607,1.2174,1.5682,1.2727,0.1964,0.25,0.9565,0.2273,0.0682,0.0536,0.7273,0.5714
S1332_5.txt,5,12.1207,11.5246,8.369,1.4483,1.7705,1.377,0.25,0.3443,1.0517,0.2787,0.1475,0.1071,0.9508,0.6905
S1333_7.txt,7,14.8,13.6316,9.0087,1.6429,2.0526,1.5132,0.3304,0.5,1.0857,0.4211,0.1316,0.087,1.4474,0.9565
S1334_9.txt,9,18.9667,16.9851,9.9825,1.9,2.3284,1.7015,0.3772,0.6418,1.1167,0.5522,0.2388,0.1404,2.1791,1.2807
S1335_12.txt,12,25.9512,21.28,9.8519,2.6341,3,2.16,0.4444,0.96,1.2195,0.66,0.3,0.1389,2.74,1.2685
S1336_3.txt,3,9.1765,9.1765,6.5,1.4118,1.5098,1.4118,0.2222,0.3137,1,0.2941,0.098,0.0694,0.9216,0.6528
S1337_5.txt,5,12.7593,12.7593,7.8295,1.6296,1.8148,1.6296,0.3182,0.5185,1,0.3889,0.1296,0.0795,1.6852,1.0341
S1338_7.txt,7,16.0435,15.7021,8.4828,1.8913,2.0851,1.8511,0.3908,0.7234,1.0217,0.4681,0.1915,0.1034,2.0638,1.1149
S1339_9.txt,9,20,18,9,2.2222,2.225,2,0.425,0.85,1.1111,0.625,0.175,0.0875,2.5,1.25
S1340_12.txt,12,26.4615,22.1935,9.6901,2.7308,2.6774,2.2903,0.507,1.1613,1.1923,0.6452,0.2258,0.0986,3.3548,1.4648
S1341_3.txt,3,9.0588,9.24,7.5738,1.1961,1.5,1.22,0.1148,0.14,0.9804,0.14,0.16,0.1311,0.8,0.6557
S1342_5.txt,5,12.4211,12.6429,9.3158,1.3333,1.8929,1.3571,0.1711,0.2321,0.9825,0.2143,0.25,0.1842,1.2143,0.8947
S1343_7.txt,7,15.102,16.087,11.5625,1.3061,1.9783,1.3913,0.2188,0.3043,0.9388,0.2609,0.3913,0.2812,1.7826,1.2812
S1344_9.txt,9,17.8718,17.8718,12.6727,1.4103,2,1.4103,0.2545,0.359,1,0.3077,0.4615,0.3273,1.9744,1.4
S1345_12.txt,12,22.9655,22.2,13.0588,1.7586,2.5,1.7,0.3137,0.5333,1.0345,0.4333,0.5667,0.3333,2.5,1.4706
S1346_3.txt,3,9.2045,9.2045,6.4286,1.4318,1.7273,1.4318,0.1746,0.25,1,0.2273,0.0455,0.0317,0.8409,0.5873
S1347_5.txt,5,11.5814,11.3182,7.3235,1.5814,1.8864,1.5455,0.2206,0.3409,1.0233,0.3182,0.0909,0.0588,1.25,0.8088
S1348_7.txt,7,15.6316,14.85,8.4857,1.8421,2.325,1.75,0.2571,0.45,1.0526,0.4,0.075,0.0429,1.85,1.0571
S1349_9.txt,9,18.7143,16.375,8.8514,2.1143,2.45,1.85,0.3243,0.6,1.1429,0.525,0.15,0.0811,2.175,1.1757
S1350_12.txt,12,23.0741,20.7667,10.5593,2.1852,2.6333,1.9667,0.3559,0.7,1.1111,0.5667,0.3333,0.1695,3.0333,1.5424
S1351_3.txt,3,8.3469,8.3469,6.7049,1.2449,1.4694,1.2449,0.1475,0.1837,1,0.1633,0.1224,0.0984,1,0.8033
S1352_5.txt,5,11.0323,11.0323,8.3415,1.3226,1.6774,1.3226,0.1829,0.2419,1,0.1774,0.2903,0.2195,1.4194,1.0732
S1353_7.txt,7,14.7419,14.7419,9.6211,1.5323,2.2258,1.5323,0.2737,0.4194,1,0.2903,0.371,0.2421,1.8387,1.2
S1354_9.txt,9,18.5625,17.82,10.7349,1.7292,2.68,1.66,0.3373,0.56,1.0417,0.38,0.52,0.3133,2.18,1.3133
S1355_12.txt,12,24.9429,21.825,11.0506,2.2571,3.2,1.975,0.4051,0.8,1.1429,0.55,0.625,0.3165,2.825,1.4304
S1356_3.txt,3,8.9057,8.9057,7.0448,1.2642,1.5094,1.2642,0.209,0.2642,1,0.2264,0.0377,0.0299,1,0.791
S1357_5.txt,5,11.75,11.5574,7.8333,1.5,1.7869,1.4754,0.3,0.4426,1.0167,0.3443,0.1639,0.1111,1.459,0.9889
S1358_7.txt,7,14.7705,14.7705,9.1939,1.6066,1.9016,1.6066,0.3265,0.5246,1,0.3934,0.3443,0.2143,1.9672,1.2245
S1359_9.txt,9,18.66,17.6038,9.6186,1.94,2.1887,1.8302,0.4124,0.7547,1.06,0.4717,0.3396,0.1856,2.434,1.3299
S1360_12.txt,12,27.4545,22.0976,10.9157,2.5152,2.561,2.0244,0.4699,0.9512,1.2424,0.6341,0.439,0.2169,2.9268,1.4458
S1361_3.txt,3,8.2623,8.2623,6.5455,1.2623,1.4098,1.2623,0.1948,0.2459,1,0.2459,0.1148,0.0909,0.8361,0.6623
S1362_5.txt,5,11.7727,11.9538,8.6333,1.3636,1.5692,1.3846,0.2111,0.2923,0.9848,0.2615,0.1846,0.1333,1.5077,1.0889
S1363_7.txt,7,14.4138,13.9333,9.6092,1.5,1.6667,1.45,0.2414,0.35,1.0345,0.3,0.25,0.1724,1.8333,1.2644
S1364_9.txt,9,16.9091,16.1739,10.6286,1.5909,1.8913,1.5217,0.2857,0.4348,1.0455,0.3478,0.3478,0.2286,2.0652,1.3571
S1365_12.txt,12,23.0968,21.697,11.1875,2.0645,2.3939,1.9394,0.3906,0.7576,1.0645,0.5758,0.4848,0.25,2.8485,1.4688
S1366_3.txt,3,9.1489,9.3478,6.9355,1.3191,1.4783,1.3478,0.2581,0.3478,0.9787,0.3261,0.1739,0.129,1.087,0.8065
S1367_5.txt,5,10.8806,10.8806,8.1,1.3433,1.5224,1.3433,0.2556,0.3433,1,0.2687,0.194,0.1444,1.0746,0.8
S1368_7.txt,7,14.0526,13.8103,9.5357,1.4737,1.7586,1.4483,0.2262,0.3276,1.0175,0.2414,0.2414,0.1667,1.4655,1.0119
S1369_9.txt,9,17.0682,16.6889,10.7286,1.5909,2,1.5556,0.2571,0.4,1.0227,0.2889,0.2667,0.1714,1.8222,1.1714
S1370_12.txt,12,21.6667,19.8611,11.1719,1.9394,2.4167,1.7778,0.2344,0.4167,1.0909,0.3333,0.3333,0.1875,2.1111,1.1875
S1371_3.txt,3,8.7111,9.1163,6.125,1.4222,1.6744,1.4884,0.3438,0.5116,0.9556,0.3721,0,0,0.9767,0.6562
S1372_5.txt,5,12.1739,12.1739,7.8873,1.5435,1.8696,1.5435,0.3099,0.4783,1,0.3913,0.087,0.0563,1.3261,0.8592
S1373_7.txt,7,15.0784,14.7885,8.7386,1.7255,2.1154,1.6923,0.3636,0.6154,1.0196,0.4231,0.2115,0.125,1.75,1.0341
S1374_9.txt,9,19.4324,19.9722,9.3377,2.0811,2.5278,2.1389,0.4545,0.9722,0.973,0.6389,0.3611,0.1688,2.6667,1.2468
S1375_12.txt,12,26.1538,21.9355,10.7937,2.4231,2.5161,2.0323,0.4127,0.8387,1.1923,0.5161,0.2903,0.1429,3,1.4762
S1376_3.txt,3,8.7547,8.7547,7.1385,1.2264,1.6226,1.2264,0.2,0.2453,1,0.2264,0.0943,0.0769,0.8679,0.7077
S1377_5.txt,5,12.3878,12.14,9.9508,1.2449,1.72,1.22,0.2131,0.26,1.0204,0.24,0.22,0.1803,1.28,1.0492
S1378_7.txt,7,15.1053,15.9444,12.7556,1.1842,1.9167,1.25,0.2,0.25,0.9474,0.1944,0.2778,0.2222,1.8611,1.4889
S1379_9.txt,9,19.3103,19.3103,13.3333,1.4483,2.3793,1.4483,0.3095,0.4483,1,0.3103,0.4828,0.3333,2.3448,1.619
S1380_12.txt,12,22.8333,21.0769,14.0513,1.625,2.4231,1.5,0.3077,0.4615,1.0833,0.2692,0.5,0.3333,2.5769,1.7179
S1381_3.txt,3,7.7636,7.9074,6.7778,1.1455,1.2407,1.1667,0.127,0.1481,0.9818,0.1481,0.0926,0.0794,1,0.8571
S1382_5.txt,5,10.5303,10.5303,8.4756,1.2424,1.5909,1.2424,0.1463,0.1818,1,0.1667,0.1364,0.1098,1.2576,1.0122
S1383_7.txt,7,14.0323,13.3846,10,1.4032,1.7692,1.3385,0.2414,0.3231,1.0484,0.2615,0.2462,0.1839,1.6154,1.2069
S1384_9.txt,9,17.1,16.1321,10.6875,1.6,1.9811,1.5094,0.3,0.4528,1.06,0.3585,0.3208,0.2125,2.0566,1.3625
S1385_12.txt,12,24.8333,22.5758,11.2879,2.2,2.697,2,0.4394,0.8788,1.1,0.4848,0.3939,0.197,2.9091,1.4545
S1386_3.txt,3,8.2222,8.3774,7.5254,1.0926,1.1887,1.1132,0.1017,0.1132,0.9815,0.1132,0.0943,0.0847,0.8679,0.7797
S1387_5.txt,5,11.9194,11.7302,8.593,1.3871,1.6984,1.3651,0.2791,0.381,1.0161,0.3492,0.2063,0.1512,1.5079,1.1047
S1388_7.txt,7,14.3333,13.6167,9.3908,1.5263,1.8167,1.45,0.2989,0.4333,1.0526,0.4,0.3,0.2069,1.6833,1.1609
S1389_9.txt,9,16.4074,14.7667,10.3023,1.5926,1.9167,1.4333,0.2907,0.4167,1.1111,0.4333,0.3333,0.2326,1.85,1.2907
S1390_12.txt,12,18.4286,16.125,10.9014,1.6905,2,1.4792,0.3239,0.4792,1.1429,0.4792,0.3542,0.2394,1.9583,1.3239
S1391_3.txt,3,9.5789,9.5789,6.7407,1.4211,1.6667,1.4211,0.3086,0.4386,1,0.4035,0.1754,0.1235,0.9474,0.6667
S1392_5.txt,5,12.8182,12.8182,7.8333,1.6364,1.9818,1.6364,0.3778,0.6182,1,0.4545,0.3455,0.2111,1.4,0.8556
S1393_7.txt,7,15.9167,15.28,9.2048,1.7292,2.12,1.66,0.3735,0.62,1.0417,0.5,0.42,0.253,1.84,1.1084
S1394_9.txt,9,19.7297,17.8049,10.2817,1.9189,2.1707,1.7317,0.3944,0.6829,1.1081,0.4878,0.5122,0.2958,2.3415,1.3521
S1395_12.txt,12,33.8333,29,10.875,3.1111,3.4762,2.6667,0.5536,1.4762,1.1667,0.8095,1,0.375,3.9524,1.4821
S1396_3.txt,3,8.76,8.9388,7.4237,1.18,1.4898,1.2041,0.1525,0.1837,0.98,0.1633,0.0612,0.0508,0.898,0.7458
S1397_5.txt,5,11.7547,11.537,7.7875,1.5094,1.7593,1.4815,0.2625,0.3889,1.0189,0.3519,0.1667,0.1125,1.1111,0.75
S1398_7.txt,7,14.5263,13.5738,8.7158,1.6667,2.0328,1.5574,0.3053,0.4754,1.0702,0.3607,0.2459,0.1579,1.5246,0.9789
S1399_9.txt,9,18.3529,16.4211,9.0874,2.0196,2.4386,1.807,0.3398,0.614,1.1176,0.4211,0.3333,0.1845,1.7895,0.9903
S1400_12.txt,12,21.7692,19.2955,9.4333,2.3077,2.7727,2.0455,0.3667,0.75,1.1282,0.4545,0.4091,0.2,2.0682,1.0111
S1401_3.txt,3,8.3269,8.3269,6.3676,1.3077,1.5,1.3077,0.1912,0.25,1,0.2308,0.0769,0.0588,0.5962,0.4559
S1402_5.txt,5,12.3396,11.4737,7.6047,1.6226,1.9825,1.5088,0.2674,0.4035,1.0755,0.3684,0.193,0.1279,0.9649,0.6395
S1403_7.txt,7,14.8,13.7966,9.6905,1.5273,2.0169,1.4237,0.2143,0.3051,1.0727,0.322,0.2542,0.1786,1.4576,1.0238
S1404_9.txt,9,17.7174,15.6731,10.5844,1.6739,2.1538,1.4808,0.2338,0.3462,1.1304,0.3269,0.3654,0.2468,1.7308,1.1688
S1405_12.txt,12,26.5,24.0909,12.0455,2.2,3.0909,2,0.3788,0.7576,1.1,0.5455,0.697,0.3485,2.9091,1.4545
S1406_3.txt,3,9.7609,10.2045,7.8772,1.2391,1.3864,1.2955,0.2105,0.2727,0.9565,0.25,0.3636,0.2807,1.2273,0.9474
S1407_5.txt,5,12.5667,13.2281,9.7922,1.2833,1.5789,1.3509,0.2338,0.3158,0.95,0.2807,0.4035,0.2987,1.8246,1.3506
S1408_7.txt,7,14.0938,14.7869,11.275,1.25,1.5246,1.3115,0.2,0.2623,0.9531,0.2295,0.5574,0.425,2.0164,1.5375
S1409_9.txt,9,16.7966,15.9839,12.7051,1.322,1.5806,1.2581,0.1923,0.2419,1.0508,0.1935,0.6129,0.4872,2.1935,1.7436
S1410_12.txt,12,18.9701,17.9014,13.3789,1.4179,1.6901,1.338,0.2211,0.2958,1.0597,0.2676,0.662,0.4947,2.4507,1.8316
S1411_3.txt,3,8.2593,8.4151,7.1935,1.1481,1.5472,1.1698,0.129,0.1509,0.9815,0.1509,0.1321,0.1129,0.6981,0.5968
S1412_5.txt,5,11.7419,11.7419,9.2152,1.2742,1.6774,1.2742,0.1519,0.1935,1,0.1613,0.1452,0.1139,1.3065,1.0253
S1413_7.txt,7,15.0167,14.5323,10.6,1.4167,1.8226,1.371,0.2235,0.3065,1.0333,0.2258,0.2742,0.2,1.8065,1.3176
S1414_9.txt,9,18,16.9615,11.76,1.5306,1.9808,1.4423,0.24,0.3462,1.0612,0.25,0.3462,0.24,2.25,1.56
S1415_12.txt,12,21.5789,20,11.7143,1.8421,2.2683,1.7073,0.3,0.5122,1.0789,0.2927,0.3902,0.2286,2.7805,1.6286
S1416_3.txt,3,8.1111,8.2955,7.1569,1.1333,1.5682,1.1591,0.098,0.1136,0.9778,0.1136,0.2045,0.1765,0.75,0.6471
S1417_5.txt,5,12.0588,11.3889,8.7857,1.3725,1.7407,1.2963,0.2,0.2593,1.0588,0.2222,0.2778,0.2143,1.4259,1.1
S1418_7.txt,7,14.6667,13.9683,10.1149,1.45,1.873,1.381,0.2414,0.3333,1.05,0.2857,0.5079,0.3678,1.7937,1.2989
S1419_9.txt,9,17.8393,17.2241,10.5158,1.6964,2.2759,1.6379,0.3158,0.5172,1.0357,0.4483,0.6724,0.4105,2.1552,1.3158
S1420_12.txt,12,23.225,20.1957,11.0595,2.1,2.5435,1.8261,0.3214,0.587,1.15,0.5,0.8043,0.4405,2.4565,1.3452
S1421_3.txt,3,9.0851,8.8958,6.3731,1.4255,1.4792,1.3958,0.2836,0.3958,1.0213,0.2917,0.125,0.0896,1.0417,0.7463
S1422_5.txt,5,11.7551,11.0769,8.2286,1.4286,1.5769,1.3462,0.2714,0.3654,1.0612,0.3077,0.25,0.1857,1.25,0.9286
S1423_7.txt,7,14.9167,13.7692,9.4211,1.5833,1.641,1.4615,0.2982,0.4359,1.0833,0.3333,0.359,0.2456,1.7179,1.1754
